"","segment","from","to","text"
"1353",1353,00:57:36,00:57:38,"你的資訊能夠公開透明"
"1354",1354,00:57:38,00:57:41,"這樣的逃漏稅的現象才能夠降低"
"1355",1355,00:57:41,00:57:44,"第二個更重要的是"
"1356",1356,00:57:44,00:57:46,"這麼多這麼久的問題"
"1357",1357,00:57:46,00:57:47,"已經累積這麼久"
"1358",1358,00:57:47,00:57:49,"所以我們今天如果要徹底的話"
"1359",1359,00:57:49,00:57:53,"我們要實施一個租稅大赦"
"1360",1360,00:57:53,00:57:55,"我們要把以前這些"
"1361",1361,00:57:55,00:57:57,"這麼到目前為累積的這些東西"
"1362",1362,00:57:57,00:58:08,"讓大家能夠"
"1363",1363,00:58:08,00:58:12,"往前走"
"1364",1364,00:58:12,00:58:17,"但是在做法上"
"1365",1365,00:58:17,00:58:24,"他要有一個正確的社緬的概念"
"1366",1366,00:58:24,00:58:28,"讓我們整個社會有重新出發的可能性"
"1367",1367,00:58:28,00:58:30,"所以這是第三個"
"1368",1368,00:58:30,00:58:32,"我希望市長在這個部分"
"1369",1369,00:58:32,00:58:38,"能夠有一些新的作為"
"1370",1370,00:58:38,00:58:39,"那第四個"
"1371",1371,00:58:39,00:58:40,"因為我時間關係"
"1372",1372,00:58:40,00:58:43,"所以第四個我給市長建議是"
"1373",1373,00:58:43,00:58:45,"市長有特別提到"
"1374",1374,00:58:45,00:58:47,"因為稅制的改革要翻新"
"1375",1375,00:58:47,00:58:49,"其實我們要花很多的時間"
"1376",1376,00:58:49,00:58:51,"那如果市長能夠瞭解的話"
"1377",1377,00:58:51,00:58:53,"大概我們臺灣的租稅改革"
"1378",1378,00:58:53,00:58:55,"我們大體上來講"
"1379",1379,00:58:55,00:58:56,"是大概每20年"
"1380",1380,00:58:56,00:58:58,"有一次大的變動 大的改革"
"1381",1381,00:58:58,00:59:04,"大概從1968年左右"
"1382",1382,00:59:04,00:59:08,"開始第一次的所謂大規模的租稅改革以後"
"1383",1383,00:59:08,00:59:09,"我們大概每20年"
"1384",1384,00:59:09,00:59:11,"每20年大概有個改革"
"1385",1385,00:59:11,00:59:13,"所以1968年以後"
"1386",1386,00:59:13,00:59:15,"大概1988就有一次 第二次"
"1387",1387,00:59:15,00:59:18,"然後1988到2008 2009是有一次"
"1388",1388,00:59:18,00:59:20,"市長如果你這一次"
"1389",1389,00:59:20,00:59:21,"2024當選總統以後"
"1390",1390,00:59:21,00:59:24,"大概在你的任內會有2048年"
"1391",1391,00:59:24,00:59:26,"所以也差不多"
"1392",1392,00:59:26,00:59:29,"2028年也差不多快要20年"
"1393",1393,00:59:29,00:59:32,"OK 那再加上時代背景的改變"
"1394",1394,00:59:32,00:59:35,"實際上我們又發掘了那麼多的新的問題"
"1395",1395,00:59:35,00:59:40,"以及要因應現在的世界潮流的時空環境背景不同"
"1396",1396,00:59:40,00:59:44,"所以我希望不要等20年"
"1397",1397,00:59:44,00:59:46,"一上任了以後"
"1398",1398,00:59:46,00:59:47,"雖然只有16年"
"1399",1399,00:59:47,00:59:51,"我們就先開始做大規模的"
"1400",1400,00:59:51,00:59:53,"付稅的改革 財政的改革"
"1401",1401,00:59:53,00:59:54,"如果能夠這樣"
"1402",1402,00:59:54,00:59:57,"我相信我剛剛所提到這四點"
"1403",1403,00:59:57,00:59:59,"是除了市長剛剛所提到的"
"1404",1404,00:59:59,01:00:01,"專業的內涵以外"
"1405",1405,01:00:01,01:00:03,"以及基本的改革方向之外"
"1406",1406,01:00:03,01:00:05,"我覺得在政治的承諾上"
"1407",1407,01:00:05,01:00:07,"要利用今天這個機會"
"1408",1408,01:00:07,01:00:12,"把這些當下所碰到的"
"1409",1409,01:00:12,01:00:13,"更重要的問題"
"1410",1410,01:00:13,01:00:14,"更關心的問題"
"1411",1411,01:00:14,01:00:16,"以及如何破解"
"1412",1412,01:00:16,01:00:17,"一直到目前為止"
"1413",1413,01:00:17,01:00:21,"我們沒有辦法做更完善妥善改革的"
"1414",1414,01:00:21,01:00:22,"這個問題的弊端所在"
"1415",1415,01:00:22,01:00:25,"能夠透過市長的當選總統"
"1416",1416,01:00:25,01:00:28,"而讓帶給臺灣更大的希望"
"1417",1417,01:00:28,01:00:29,"跟改變的機會"
"1418",1418,01:00:29,01:00:31,"這大概是我所有的補充"
"1419",1419,01:00:31,01:00:34,"以及對市長的希望的期待 謝謝"
"1420",1420,01:00:34,01:00:37,"好 非常感謝曾教授的期許"
"1421",1421,01:00:37,01:00:40,"還有給我們很多很豐富的建言"
"1422",1422,01:00:40,01:00:43,"那麼接下來我們就請羅士安教授來為我們發言"
"1423",1423,01:00:45,01:00:46,"主席 各位"
"1424",1424,01:00:46,01:00:50,"媒體記者很感謝主席的邀請"
"1425",1425,01:00:50,01:00:51,"那剛剛我聽"
"1426",1426,01:00:51,01:00:55,"柯P在講 我覺得他一個醫生能夠對這種東西"
"1427",1427,01:00:55,01:00:57,"對財政有這麼深入的瞭解"
"1428",1428,01:00:57,01:00:58,"我真的很佩服他"
"1429",1429,01:00:58,01:01:00,"在這麼短暫的時間內"
"1430",1430,01:01:00,01:01:01,"因為時間問題"
"1431",1431,01:01:01,01:01:04,"所以我也不講多說 我覺得對財政的問題"
"1432",1432,01:01:04,01:01:06,"其實財政是歷史的產物"
"1433",1433,01:01:06,01:01:09,"你什麼樣的環境就會塑造出什麼樣的財政"
"1434",1434,01:01:09,01:01:10,"所以我覺得"
"1435",1435,01:01:10,01:01:13,"柯P應該要去打一個類似一個品牌"
"1436",1436,01:01:13,01:01:15,"就是說我這個民眾黨"
"1437",1437,01:01:15,01:01:18,"我要做的是跟別人不一樣的"
"1438",1438,01:01:18,01:01:22,"我要把以前臺灣不好的習慣把它改正掉"
"1439",1439,01:01:22,01:01:23,"就比如說"
"1440",1440,01:01:23,01:01:25,"剛剛講說討弱稅"
"1441",1441,01:01:25,01:01:29,"其實我知道大概在2019 2018年的時候"
"1442",1442,01:01:29,01:01:32,"我們綜合所謂稅的申報戶裡面"
"1443",1443,01:01:32,01:01:36,"638萬戶裡面當中有49.7%"
"1444",1444,01:01:36,01:01:37,"不用繳稅"
"1445",1445,01:01:37,01:01:41,"換句話說有一半的人不用繳稅"
"1446",1446,01:01:41,01:01:43,"你覺得臺灣窮人有那麼多嗎"
"1447",1447,01:01:43,01:01:45,"因為大家已經習慣了"
"1448",1448,01:01:45,01:01:47,"討厭稅也不會覺得可恥"
"1449",1449,01:01:47,01:01:49,"然後政府也沒有用力再抓"
"1450",1450,01:01:49,01:01:53,"所以你就會覺得說稅務分配很不公平"
"1451",1451,01:01:53,01:01:57,"那我們的稅制其實你叫綜合所得稅"
"1452",1452,01:01:57,01:02:01,"幾乎只有對勞動所得在集中課稅而已"
"1453",1453,01:02:01,01:02:02,"那些資本所得"
"1454",1454,01:02:02,01:02:05,"像股利所得都有8%的稅額扣抵"
"1455",1455,01:02:05,01:02:08,"要不然就是28%的婚禮課稅"
"1456",1456,01:02:08,01:02:09,"利息所得也是"
"1457",1457,01:02:09,01:02:12,"所以相對來講你那種價值觀念"
"1458",1458,01:02:12,01:02:15,"如果說你政治形象一直引導"
"1459",1459,01:02:15,01:02:15,"就是引導說"
"1460",1460,01:02:15,01:02:19,"反正稅不公不義沒什麼關係"
"1461",1461,01:02:19,01:02:22,"那就會造成說你這個國家稅務租稅"
"1462",1462,01:02:22,01:02:23,"真的就不存在"
"1463",1463,01:02:23,01:02:27,"就我先前聽那個柯淑儀在講說"
"1464",1464,01:02:27,01:02:30,"當市長的時候對那個老人間接刪掉"
"1465",1465,01:02:30,01:02:32,"那是非法定社服"
"1466",1466,01:02:32,01:02:34,"我以前在跑那個新竹縣的時候"
"1467",1467,01:02:34,01:02:38,"他就跟我那個就現在這一任的柯市長"
"1468",1468,01:02:38,01:02:41,"新竹縣長他就講說他要把設"
"1469",1469,01:02:41,01:02:45,"那個老人間接從1000變到3000"
"1470",1470,01:02:45,01:02:46,"要提高"
"1471",1471,01:02:46,01:02:48,"那他們財政管理局講說"
"1472",1472,01:02:48,01:02:51,"我這樣一搞下去我要籌10億"
"1473",1473,01:02:51,01:02:54,"他一年的稅率大概220億"
"1474",1474,01:02:54,01:02:58,"其實現在有很多就是變說老百姓"
"1475",1475,01:02:58,01:03:00,"只要有錢拿到"
"1476",1476,01:03:00,01:03:03,"他就覺得沒關係"
"1477",1477,01:03:03,01:03:06,"但你有沒有想說這會造成債留子孫"
"1478",1478,01:03:06,01:03:09,"所以我剛剛講說柯P他應該要打一個"
"1479",1479,01:03:09,01:03:12,"跟人家不一樣的那種選舉方式"
"1480",1480,01:03:12,01:03:16,"讓老百姓要再教育正確認知我們"
"1481",1481,01:03:16,01:03:18,"臺灣應該怎麼走"
"1482",1482,01:03:18,01:03:20,"因為這是大萬禁言變出來"
"1483",1483,01:03:20,01:03:22,"不是你說你一個少數的那個幾個人"
"1484",1484,01:03:22,01:03:24,"就有辦法去改變"
"1485",1485,01:03:24,01:03:26,"可能再做年紀大一點"
"1486",1486,01:03:26,01:03:29,"大概四五十歲五六十歲的時候"
"1487",1487,01:03:29,01:03:31,"你就可以知道說我們在那個時代"
"1488",1488,01:03:31,01:03:33,"就蔣經國時代蔣中正時代"
"1489",1489,01:03:33,01:03:34,"那個時候的社會價值觀念"
"1490",1490,01:03:34,01:03:36,"跟現在完全差太多了"
"1491",1491,01:03:36,01:03:39,"所以我覺得教育民眾也很重要"
"1492",1492,01:03:39,01:03:41,"那財政這個東西也是一樣"
"1493",1493,01:03:41,01:03:44,"要教育民眾正式的認知"
"1494",1494,01:03:44,01:03:48,"這是我對科師長大的建議"
"1495",1495,01:03:48,01:03:50,"因為時間問題我就先不講太多了"
"1496",1496,01:03:50,01:03:52,"好非常謝謝兩位教授"
"1497",1497,01:03:52,01:03:54,"這個財政真的是非常專業的事情"
"1498",1498,01:03:54,01:03:56,"不過財政是國家的根本"
"1499",1499,01:03:56,01:03:58,"我們必須要讓它永續"
"1500",1500,01:03:58,01:04:00,"那接下來我想很多的媒體朋友們"
"1501",1501,01:04:00,01:04:02,"也非常期待今天的聯訪的時間"
"1502",1502,01:04:02,01:04:04,"首先先請台視的評您"
"1503",1503,01:04:04,01:04:08,"主席想先針對主題問一下"
"1504",1504,01:04:08,01:04:11,"那剛剛教授有提到這個財政紀律相關法案"
"1505",1505,01:04:11,01:04:14,"你有沒有承諾說幾年之內要把它收完"
"1506",1506,01:04:14,01:04:16,"另外您對這個蔡政府的前瞻計畫"
"1507",1507,01:04:16,01:04:18,"也有很多的批評啦"
"1508",1508,01:04:18,01:04:19,"但是未來如果您上任的話"
"1509",1509,01:04:19,01:04:22,"有些重大地方建設需要中央支援的時候"
"1510",1510,01:04:22,01:04:23,"你會怎麼做"
"1511",1511,01:04:23,01:04:26,"那還會來繼續做這個前瞻計畫嗎 謝謝"
"1512",1512,01:04:26,01:04:28,"第一點其實我們應該"
"1513",1513,01:04:28,01:04:30,"如果法案要送出去很快"
"1514",1514,01:04:30,01:04:32,"保證一年內就會送到立法院"
"1515",1515,01:04:32,01:04:36,"剩下就是看立法院要怎麼通過"
"1516",1516,01:04:36,01:04:37,"這第一點"
"1517",1517,01:04:37,01:04:39,"不過就行政部門可以做"
"1518",1518,01:04:39,01:04:40,"那個都很快"
"1519",1519,01:04:40,01:04:42,"那你說那個前瞻計畫"
"1520",1520,01:04:42,01:04:45,"目前造成地方自籌款的不夠"
"1521",1521,01:04:45,01:04:46,"這就是問題"
"1522",1522,01:04:46,01:04:48,"因為很多前瞻計畫"
"1523",1523,01:04:48,01:04:51,"它必須要地方政府自籌款"
"1524",1524,01:04:51,01:04:54,"那自籌款很多都超過它的舉債上限"
"1525",1525,01:04:54,01:04:56,"所以這是大問題"
"1526",1526,01:04:56,01:04:58,"不過這樣啦"
"1527",1527,01:04:58,01:05:01,"其實你們對政府的預算是這樣"
"1528",1528,01:05:01,01:05:03,"其實我們政府預算裡面"
"1529",1529,01:05:03,01:05:05,"還有第一預備軍 第二預備軍"
"1530",1530,01:05:05,01:05:09,"本來就有很多機制在裡面"
"1531",1531,01:05:09,01:05:11,"只是說你們除了那個以外"
"1532",1532,01:05:11,01:05:13,"還要再搞一個特別預算"
"1533",1533,01:05:13,01:05:14,"這才是大問題"
"1534",1534,01:05:14,01:05:16,"所以剛才我已經講了"
"1535",1535,01:05:16,01:05:19,"遇到戰爭 瘟疫 地震"
"1536",1536,01:05:19,01:05:20,"這個要用特別預算"
"1537",1537,01:05:20,01:05:22,"大家沒話講"
"1538",1538,01:05:22,01:05:24,"不應該用一個空白支票"
"1539",1539,01:05:24,01:05:25,"空白授權"
"1540",1540,01:05:25,01:05:27,"然後就是大概方便這麼"
"1541",1541,01:05:27,01:05:29,"所以事實上前瞻計畫"
"1542",1542,01:05:29,01:05:32,"就是典型的先編預算再編計畫"
"1543",1543,01:05:32,01:05:35,"前瞻計畫一定會留下很多問題"
"1544",1544,01:05:35,01:05:38,"TVBS 品醫"
"1545",1545,01:05:38,01:05:42,"主席想問一下"
"1546",1546,01:05:42,01:05:44,"因為你剛才有提到就是說"
"1547",1547,01:05:44,01:05:46,"要把印花稅跟娛樂稅給廢掉"
"1548",1548,01:05:46,01:05:48,"那你自己的配套又是什麼"
"1549",1549,01:05:48,01:05:50,"那另外還想要再問一下"
"1550",1550,01:05:50,01:05:51,"就是有關昨天郭董"
"1551",1551,01:05:51,01:05:52,"他這邊有提到說"
"1552",1552,01:05:52,01:05:54,"已經二度跟你會面了"
"1553",1553,01:05:54,01:05:58,"那他們也說有涉及到一些立委提名的問題"
"1554",1554,01:05:58,01:06:00,"想問一下是不是就是說真的有觸及"
"1555",1555,01:06:00,01:06:02,"那未來有哪一些地方會合作"
"1556",1556,01:06:02,01:06:05,"那傳出說是企業家來牽線"
"1557",1557,01:06:05,01:06:07,"10月底有可望整合"
"1558",1558,01:06:07,01:06:08,"真的是這樣子嗎"
"1559",1559,01:06:08,01:06:13,"其實我跟郭董平常還是有在聊天"
"1560",1560,01:06:13,01:06:16,"因為這麼在這一兩年當中"
"1561",1561,01:06:16,01:06:18,"其實長期來我在當市長的時候"
"1562",1562,01:06:18,01:06:19,"他也給我們很多協助"
"1563",1563,01:06:19,01:06:21,"包括整個我們臺北市政府"
"1564",1564,01:06:21,01:06:22,"在推動依法的時候"
"1565",1565,01:06:23,01:06:28,"他還有協助我們一些人力上的支援"
"1566",1566,01:06:28,01:06:32,"那第一點喔"
"1567",1567,01:06:32,01:06:35,"不管怎麼樣郭董還是台灣社會"
"1568",1568,01:06:35,01:06:38,"一個重要的人物"
"1569",1569,01:06:38,01:06:40,"其實跟他談話也滿有趣的"
"1570",1570,01:06:40,01:06:42,"從那個AI談到電動車"
"1571",1571,01:06:42,01:06:44,"再談到這個中共中央政治局的"
"1572",1572,01:06:44,01:06:47,"每個成員的特色"
"1573",1573,01:06:47,01:06:48,"大概講很多"
"1574",1574,01:06:48,01:06:50,"所以我倒覺得是這樣"
"1575",1575,01:06:50,01:06:55,"本來我們說團結一切可團結的力量"
"1576",1576,01:06:55,01:06:59,"所以本來其實政治上本來就沒有那麼肅殺"
"1577",1577,01:06:59,01:07:02,"就是可以合作都可以儘量合作"
"1578",1578,01:07:02,01:07:04,"至於說立委"
"1579",1579,01:07:04,01:07:07,"立委到反而郭董沒有談太多"
"1580",1580,01:07:07,01:07:09,"因為他沒有政黨"
"1581",1581,01:07:09,01:07:11,"他也沒有去提名什麼立委"
"1582",1582,01:07:11,01:07:13,"你要問什麼"
"1583",1583,01:07:13,01:07:16,"因為他所以就是這樣"
"1584",1584,01:07:16,01:07:18,"就好像是這樣"
"1585",1585,01:07:18,01:07:22,"如果你都可以超徵1000億4000億"
"1586",1586,01:07:22,01:07:25,"那表示說那個就是財務要調整"
"1587",1587,01:07:25,01:07:27,"就是說講好就好"
"1588",1588,01:07:27,01:07:29,"就是說我現在把印花稅拿掉"
"1589",1589,01:07:29,01:07:31,"每個縣市政府會缺多少錢"
"1590",1590,01:07:31,01:07:32,"那要怎麼補"
"1591",1591,01:07:32,01:07:35,"所以應該在下一次的財政收支劃分法"
"1592",1592,01:07:35,01:07:38,"要修法的時候一次把它解決掉"
"1593",1593,01:07:38,01:07:40,"那種不合時宜的稅要廢"
"1594",1594,01:07:40,01:07:44,"只是說他的替代來源要想好就好"
"1595",1595,01:07:44,01:07:47,"請電視儀宣"
"1596",1596,01:07:47,01:07:48,"這邊想請教一下主席"
"1597",1597,01:07:48,01:07:52,"因為您之前就是有提到就是賴清德的部分"
"1598",1598,01:07:52,01:07:54,"那他昨天是針對這個深奧電廠"
"1599",1599,01:07:54,01:07:58,"以及說您之前說他坐椅子三分之一的這個部分"
"1600",1600,01:07:58,01:07:59,"是對您有所批評"
"1601",1601,01:07:59,01:08:02,"而且認為說你這個是在說謊"
"1602",1602,01:08:02,01:08:03,"那這部分您怎麼回應"
"1603",1603,01:08:03,01:08:06,"以及說那個"
"1604",1604,01:08:06,01:08:10,"現在那個趙少康他是有提到說"
"1605",1605,01:08:10,01:08:12,"如果是國民黨的部分"
"1606",1606,01:08:12,01:08:14,"可以接受全民調"
"1607",1607,01:08:14,01:08:16,"但是他覺得在組閣全部分"
"1608",1608,01:08:16,01:08:18,"應該交給侯友宜跟國民黨"
"1609",1609,01:08:18,01:08:19,"那這部分您怎麼看"
"1610",1610,01:08:19,01:08:21,"以及你之前有提到說這個"
"1611",1611,01:08:21,01:08:23,"要跟朱立倫這邊"
"1612",1612,01:08:23,01:08:26,"要跟侯友宜這邊不是不可以來見面"
"1613",1613,01:08:26,01:08:29,"那現在兩方就是有沒有再進一步的"
"1614",1614,01:08:29,01:08:30,"就是溝通"
"1615",1615,01:08:30,01:08:32,"以及說什麼時候大概會見面"
"1616",1616,01:08:32,01:08:33,"謝謝"
"1617",1617,01:08:33,01:08:34,"第一點喔"
"1618",1618,01:08:34,01:08:37,"那個賴副終於"
"1619",1619,01:08:37,01:08:39,"終於有反應了"
"1620",1620,01:08:39,01:08:42,"這表示我的民調應該很接近了"
"1621",1621,01:08:42,01:08:43,"這第一點"
"1622",1622,01:08:43,01:08:45,"其實是這樣我跟你講"
"1623",1623,01:08:45,01:08:48,"我怎麼會收房不會啦我跟你講"
"1624",1624,01:08:48,01:08:49,"他都忘記了"
"1625",1625,01:08:49,01:08:52,"2018年3月我們見面好幾次"
"1626",1626,01:08:52,01:08:54,"他都把我拉到旁邊那個小房間裡面"
"1627",1627,01:08:54,01:08:56,"跟我講那個深奧電廠的事"
"1628",1628,01:08:56,01:09:00,"不過是這樣你們去查他那個深奧電廠的來龍去脈"
"1629",1629,01:09:00,01:09:02,"他一直說說要蓋喔"
"1630",1630,01:09:02,01:09:04,"一直到有一天突然轉彎"
"1631",1631,01:09:04,01:09:06,"可是他轉彎的時候他都沒有解釋說"
"1632",1632,01:09:06,01:09:08,"為什麼他之前說要蓋後面不蓋"
"1633",1633,01:09:08,01:09:10,"其實我也知道啦"
"1634",1634,01:09:10,01:09:12,"當時只是為了蘇貞昌的選情"
"1635",1635,01:09:12,01:09:14,"這就是我最氣的地方"
"1636",1636,01:09:14,01:09:16,"國家政策有它的連貫"
"1637",1637,01:09:16,01:09:19,"你不可以說因為誰的選情有需要"
"1638",1638,01:09:19,01:09:22,"把一個幾百億的這種國家計畫轉彎"
"1639",1639,01:09:22,01:09:24,"這是不應該的"
"1640",1640,01:09:24,01:09:27,"這就是典型的為了政黨利益犧牲國家利益"
"1641",1641,01:09:27,01:09:29,"為了短期利益犧牲長期利益"
"1642",1642,01:09:29,01:09:32,"為了一個人的利益犧牲多數人的利益"
"1643",1643,01:09:32,01:09:34,"如果行就行不行就不行"
"1644",1644,01:09:34,01:09:36,"你也不會一天到晚壞掉"
"1645",1645,01:09:36,01:09:38,"一開始說要蓋要蓋"
"1646",1646,01:09:38,01:09:40,"怎麼突然說不要蓋"
"1647",1647,01:09:40,01:09:42,"他有沒有去解釋說他的理由"
"1648",1648,01:09:42,01:09:45,"為什麼台灣的電本來不夠突然被購了"
"1649",1649,01:09:45,01:09:47,"所以是這樣啦"
"1650",1650,01:09:47,01:09:49,"那個板凳做三分之一那件事情"
"1651",1651,01:09:49,01:09:51,"人家只是開玩笑講他都那麼在意"
"1652",1652,01:09:51,01:09:53,"還有一點啦"
"1653",1653,01:09:53,01:09:55,"他怎麼會說什麼時候說我是蔣經國自居"
"1654",1654,01:09:55,01:09:57,"我怎麼不曉得"
"1655",1655,01:09:57,01:09:59,"所以是這樣啦"
"1656",1656,01:09:59,01:10:02,"顯然他也開始氣急敗壞了"
"1657",1657,01:10:02,01:10:05,"那個趙少康那個案子是這樣啦"
"1658",1658,01:10:05,01:10:07,"其實我們"
"1659",1659,01:10:07,01:10:09,"我最近有遇到朱立倫"
"1660",1660,01:10:09,01:10:11,"他也在拿一些資料給我讀"
"1661",1661,01:10:11,01:10:13,"在討論"
"1662",1662,01:10:13,01:10:15,"因為畢竟聯合政府在台灣"
"1663",1663,01:10:15,01:10:19,"從來沒有真正實施過"
"1664",1664,01:10:19,01:10:21,"所以要組織聯合政府"
"1665",1665,01:10:21,01:10:23,"我們有去參考那個德國"
"1666",1666,01:10:23,01:10:25,"以德國為範本"
"1667",1667,01:10:25,01:10:27,"他看過法國來芬蘭這一些"
"1668",1668,01:10:27,01:10:29,"第一個在選舉前要有一個叫"
"1669",1669,01:10:29,01:10:31,"選舉協調委員會"
"1670",1670,01:10:31,01:10:33,"就是說如果政黨合作的話"
"1671",1671,01:10:33,01:10:35,"你會問說這個"
"1672",1672,01:10:35,01:10:37,"特別是議會的議員提名啦"
"1673",1673,01:10:37,01:10:39,"總統提名這怎麼合作"
"1674",1674,01:10:39,01:10:41,"選後要再成立一個"
"1675",1675,01:10:41,01:10:43,"政黨的協商委員會"
"1676",1676,01:10:43,01:10:46,"就是說關於政府的職務要怎麼分配"
"1677",1677,01:10:46,01:10:48,"這還是個協商的過程"
"1678",1678,01:10:48,01:10:50,"那再來就是一個叫政黨正義委員會"
"1679",1679,01:10:50,01:10:52,"一旦執政以後"
"1680",1680,01:10:52,01:10:54,"不得了會有什麼政策不一致"
"1681",1681,01:10:54,01:10:55,"人事的輕壓"
"1682",1682,01:10:55,01:10:56,"有一個遇到"
"1683",1683,01:10:56,01:10:58,"所以一定要有一個協調的劑值"
"1684",1684,01:10:58,01:11:00,"甚至關於這個島格要怎麼處理"
"1685",1685,01:11:00,01:11:02,"其實我們台灣"
"1686",1686,01:11:02,01:11:04,"目前的法令上"
"1687",1687,01:11:04,01:11:06,"對行政院長有一個很大的問題"
"1688",1688,01:11:06,01:11:08,"他有任命"
"1689",1689,01:11:08,01:11:10,"但是他沒有免職"
"1690",1690,01:11:10,01:11:12,"所以我們只有任用法"
"1691",1691,01:11:12,01:11:14,"沒有任免法"
"1692",1692,01:11:14,01:11:16,"行政院長是任用"
"1693",1693,01:11:16,01:11:18,"他沒有行政院長是任免"
"1694",1694,01:11:18,01:11:20,"所以當時我們就笑話"
"1695",1695,01:11:20,01:11:22,"蘇貞昌怎麼不下來怎麼辦"
"1696",1696,01:11:22,01:11:24,"所以是這樣"
"1697",1697,01:11:24,01:11:26,"像這一些是一時間修改法律很困難"
"1698",1698,01:11:26,01:11:28,"但是可以變成憲政慣例"
"1699",1699,01:11:28,01:11:30,"就是說如果只要大家"
"1700",1700,01:11:30,01:11:32,"可以所以關於"
"1701",1701,01:11:32,01:11:34,"蘇貞昌回答的問題是這樣"
"1702",1702,01:11:34,01:11:36,"其實他問對了就是說"
"1703",1703,01:11:36,01:11:38,"政黨跟政黨要合作的確是要有一個"
"1704",1704,01:11:38,01:11:40,"制度"
"1705",1705,01:11:40,01:11:42,"這個老實講以前也從來沒有做過"
"1706",1706,01:11:42,01:11:44,"所以現在在實現"
"1707",1707,01:11:44,01:11:46,"開始在研究"
"1708",1708,01:11:46,01:11:48,"當然時間很緊迫"
"1709",1709,01:11:48,01:11:50,"不過我想在幾天應該下個禮拜"
"1710",1710,01:11:50,01:11:52,"我們就陸陸續續會針對"
"1711",1711,01:11:52,01:11:54,"這些題目開始提出"
"1712",1712,01:11:54,01:11:56,"還有一點政治上本來"
"1713",1713,01:11:56,01:11:58,"我們也非常清楚我們本來就不會"
"1714",1714,01:11:58,01:12:00,"分開嘛 當然"
"1715",1715,01:12:00,01:12:02,"如果跟國民黨合作"
"1716",1716,01:12:02,01:12:04,"當然國民黨還是主力嘛"
"1717",1717,01:12:04,01:12:06,"人還是比我們多這我們也知道"
"1718",1718,01:12:06,01:12:08,"那你說跟豬"
"1719",1719,01:12:08,01:12:10,"跟猴見面這都有啦"
"1720",1720,01:12:10,01:12:12,"其實都見過面了"
"1721",1721,01:12:12,01:12:14,"只是說見面"
"1722",1722,01:12:14,01:12:16,"要談什麼"
"1723",1723,01:12:16,01:12:18,"我還是再重申一下"
"1724",1724,01:12:18,01:12:20,"我的想法"
"1725",1725,01:12:20,01:12:22,"本來政黨就有它的自主性"
"1726",1726,01:12:22,01:12:24,"所以理論上本來選舉"
"1727",1727,01:12:24,01:12:26,"就是各自努力"
"1728",1728,01:12:26,01:12:28,"因為今天台灣有65%的民意"
"1729",1729,01:12:28,01:12:30,"希望政黨輪替"
"1730",1730,01:12:30,01:12:32,"所以為了回應"
"1731",1731,01:12:32,01:12:34,"這個民意我們說好吧"
"1732",1732,01:12:34,01:12:36,"既然有這麼大的一個"
"1733",1733,01:12:36,01:12:38,"民意希望政黨輪替那我們是可以"
"1734",1734,01:12:38,01:12:40,"政黨合作來達到這政黨輪替"
"1735",1735,01:12:40,01:12:42,"的目的"
"1736",1736,01:12:42,01:12:44,"那為了達到這個目的我的戰略思考"
"1737",1737,01:12:44,01:12:46,"就很清楚"
"1738",1738,01:12:46,01:12:48,"是為了要能贏得選舉才要"
"1739",1739,01:12:48,01:12:50,"合作 如果合作也不能贏得選舉"
"1740",1740,01:12:50,01:12:52,"有合作幹什麼"
"1741",1741,01:12:52,01:12:54,"回到我們原來各自努力的"
"1742",1742,01:12:54,01:12:56,"那條路上去就好了"
"1743",1743,01:12:56,01:12:58,"但是我發現國民黨"
"1744",1744,01:12:58,01:13:00,"是這樣"
"1745",1745,01:13:00,01:13:02,"他好像不是要贏得選舉"
"1746",1746,01:13:02,01:13:04,"他只是要贏過柯文哲"
"1747",1747,01:13:04,01:13:06,"贏過柯文哲沒有用"
"1748",1748,01:13:06,01:13:08,"在大選的時候還是不會贏"
"1749",1749,01:13:08,01:13:10,"所以畢竟要想辦法怎麼找出一個"
"1750",1750,01:13:10,01:13:12,"勝選機率最高的組合"
"1751",1751,01:13:12,01:13:14,"好 因為我們時間關係"
"1752",1752,01:13:14,01:13:16,"我們最後一題"
"1753",1753,01:13:16,01:13:18,"壹電視凱琳"
"1754",1754,01:13:18,01:13:20,"主席我想問一下"
"1755",1755,01:13:20,01:13:22,"基層有說就是立委"
"1756",1756,01:13:22,01:13:24,"希望藍白合的聲音那你怎麼看呢"
"1757",1757,01:13:24,01:13:26,"這本來就是這樣"
"1758",1758,01:13:26,01:13:28,"常常是這樣"
"1759",1759,01:13:28,01:13:30,"政黨合作"
"1760",1760,01:13:30,01:13:32,"我都講從那個行動"
"1761",1761,01:13:32,01:13:34,"綱領政策的合作"
"1762",1762,01:13:34,01:13:36,"一直到總統選舉的合作到立委合作"
"1763",1763,01:13:36,01:13:38,"甚至到立法院"
"1764",1764,01:13:38,01:13:40,"在實際運作的時候"
"1765",1765,01:13:40,01:13:42,"議題的合作這本來就各種層面"
"1766",1766,01:13:42,01:13:44,"那對於那個立委候選人"
"1767",1767,01:13:44,01:13:46,"來講"
"1768",1768,01:13:46,01:13:48,"當然他想的是希望說"
"1769",1769,01:13:48,01:13:50,"更多人來幫他站台他可以勝選"
"1770",1770,01:13:50,01:13:52,"當然是最好"
